,Unnamed: 0,SEASON,PLAYER_ID,FIRST_NAME,LAST_NAME,PLAYER_NAME,POSITION,HEIGHT_WO_SHOES,HEIGHT_WO_SHOES_FT_IN,HEIGHT_W_SHOES,HEIGHT_W_SHOES_FT_IN,WEIGHT,WINGSPAN,WINGSPAN_FT_IN,STANDING_REACH,STANDING_REACH_FT_IN,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,LANE_AGILITY_TIME,MODIFIED_LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,BENCH_PRESS,NORMALIZED_PLAYER_NAME,season,name,pid,team,g,min,dunks,poss,stl,blk,orb,drb
237,389,2013,203467,Carrick,Felix,Carrick Felix,SF-SG,76.75,6' 4.75'',78.25,6' 6.25'',202.6,81.25,6' 9.25'',103.5,8' 7.5'',3.3,8.5,9.5,32.0,38.5,11.16,3.09,3.25,15.0,carrick-felix,2013,carrick-felix,51084,Arizona State,18,648,1.66,1085,2.95,2.86,8.12,23.1
238,393,2018,1628981,Bruno,Fernando,Bruno Fernando,C,80.75,6' 8.75'',81.75,6' 9.75'',233.2,88.25,7' 4.25'',109.0,9' 1'',5.25,9.5,10.0,29.0,35.0,12.19,3.03,3.23,11.0,bruno-fernando,2018,bruno-fernando,4277952,Maryland,28,632,3.59,1059,0.85,5.81,9.91,27.78
239,394,2019,1628981,Bruno,Fernando,Bruno Fernando,C,80.75,6' 8.75'',82.25,6' 10.25'',237.0,87.25,7' 3.25'',110.0,9' 2'',5.4,9.25,10.0,29.5,33.5,11.29,3.05,3.21,13.0,bruno-fernando,2019,bruno-fernando,4277952,Maryland,29,864,2.91,1441,1.11,7.3,13.1,29.84
240,396,2016,1627827,Dorian,Finney-Smith,Dorian Finney-Smith,SF,78.5,6' 6.5'',79.75,6' 7.75'',212.6,83.75,6' 11.75'',105.5,8' 9.5'',6.45,9.0,9.75,32.5,35.5,11.01,3.04,3.27,,dorian-finney-smith,2016,dorian-finney-smith,56755,Florida,35,1114,0.86,1968,1.68,2.55,8.82,21.93
241,399,2009,201938,Jonny,Flynn,Jonny Flynn,PG,71.25,5' 11.25'',72.75,6' 0.75'',195.6,76.0,6' 4'',95.5,7' 11.5'',6.3,,,33.0,40.0,10.86,,3.23,10.0,jonny-flynn,2009,jonny-flynn,36581,Syracuse,33,1230,0.63,2221,2.21,0.49,1.9,6.92
242,401,2008,201814,Gary,Forbes,Gary Forbes,SG,76.5,6' 4.5'',77.75,6' 5.75'',220.5,83.25,6' 11.25'',104.5,8' 8.5'',6.5,,,27.5,33.5,11.45,,3.25,13.0,gary-forbes,2008,gary-forbes,15152,UMass,25,856,0.55,1641,1.58,2.04,6.22,19.75
243,405,2020,1630235,Trent,Forrest,Trent Forrest,PG,75.5,6'3.50'',76.7,6'4.75'',203.0,79.5,6'7.50'',102.5,8'6.50'',5.65,9.0,9.75,28.0,34.5,11.04,2.5,3.18,,trent-forrest,2020,trent-forrest,4065656,Florida State,30,933,0.55,1634,3.49,2.36,4.62,13.64
244,407,2008,12250,Shan,Foster,Shan Foster,SG,76.0,6' 4'',77.25,6' 5.25'',194.5,83.5,6' 11.5'',103.5,8' 7.5'',6.3,,,30.0,33.0,12.3,,3.24,10.0,shan-foster,2008,shan-foster,22108,Vanderbilt,27,918,0.54,1659,1.69,0.65,4.07,12.83
245,410,2006,200751,Randy,Foye,Randy Foye,SG-PG,74.25,6' 2.25'',75.25,6' 3.25'',212.0,78.25,6' 6.25'',97.0,8' 1'',10.0,,,32.0,38.0,10.53,,3.23,14.0,randy-foye,2006,randy-foye,11153,Villanova,23,809,0.44,1370,2.12,2.29,5.71,16.0
246,411,2006,12185,Torin,Francis,Torin Francis,PF-C,81.0,6' 9'',82.0,6' 10'',247.0,85.0,7' 1'',105.5,8' 9.5'',12.4,,,26.5,32.0,11.97,,3.51,9.0,torin-francis,2006,torin-francis,11218,Notre Dame,19,562,1.2,919,0.76,2.8,12.98,27.2
247,412,2013,203479,Jamaal,Franklin,Jamaal Franklin,SG-SF,76.0,6' 4'',77.25,6' 5.25'',190.8,83.25,6' 11.25'',103.5,8' 7.5'',8.25,8.5,8.25,,,,,,,jamaal-franklin,2013,jamaal-franklin,51842,San Diego State,15,499,1.16,862,3.24,2.48,6.87,27.08
248,416,2007,12211,Rashaun,Freeman,Rashaun Freeman,PF,78.0,6' 6'',80.0,6' 8'',244.0,83.5,6' 11.5'',104.0,8' 8'',11.5,,,28.0,32.0,11.43,,3.41,20.0,rashaun-freeman,2007,rashaun-freeman,15221,UMass,14,361,1.27,628,1.27,0.81,13.66,22.6
249,420,2019,1629655,Daniel,Gafford,Daniel Gafford,PF,81.25,6' 9.25'',82.5,6' 10.5'',237.6,86.5,7' 2.25'',110.0,9' 2'',5.9,9.25,9.25,32.5,36.5,11.61,3.19,3.25,5.0,daniel-gafford,2019,daniel-gafford,4278049,Arkansas,30,863,5.04,1546,1.81,8.51,12.3,25.12
250,424,2010,12317,Charles,Garcia,Charles Garcia,SF,80.25,6' 8.25'',81.25,6' 9.25'',231.6,85.75,7' 1.75'',107.5,8' 11.5'',7.0,8.75,9.0,24.5,30.5,11.65,,3.23,2.0,charles-garcia,2010,charles-garcia,46712,Seattle U,15,422,1.77,846,0.71,3.45,10.14,27.16
251,429,2006,200752,Rudy,Gay,Rudy Gay,SF-PF,79.0,6' 7'',80.0,6' 8'',222.0,87.0,7' 3'',107.5,8' 11.5'',5.7,,,33.0,40.5,11.03,,3.32,9.0,rudy-gay,2006,rudy-gay,22420,UConn,10,321,2.32,561,1.96,4.47,8.29,16.89
252,430,2016,1627771,Michael,Gbinije,Michael Gbinije,SG,77.5,6' 5.5'',78.75,6' 6.75'',204.6,79.5,6' 7.5'',101.0,8' 5'',5.4,8.0,9.0,33.5,37.5,11.0,3.19,3.12,,michael-gbinije,2016,michael-gbinije,56115,Syracuse,31,1177,1.03,1937,3.2,0.82,3.72,9.88
253,432,2010,202331,Paul,George,Paul George,SF,79.75,6' 7.75'',80.75,6' 8.75'',214.4,83.25,6' 11.25'',107.0,8' 11'',5.0,8.5,9.0,,,,,,4.0,paul-george,2010,paul-george,41772,Fresno State,6,209,0.28,354,1.69,2.45,9.66,20.88
254,433,2009,201959,Taj,Gibson,Taj Gibson,PF,80.5,6' 8.5'',81.75,6' 9.75'',214.4,88.0,7' 4'',109.0,9' 1'',6.6,,,25.5,30.0,11.56,,3.41,12.0,taj-gibson,2009,taj-gibson,31775,USC,26,884,2.96,1450,1.79,9.14,14.78,20.92
255,434,2008,201592,J.R.,Giddens,J.R. Giddens,SG,76.0,6' 4'',76.75,6' 4.75'',208.0,83.25,6' 11.25'',103.0,8' 7'',5.4,,,,,,,,10.0,jr-giddens,2008,jr-giddens,15187,New Mexico,13,469,1.67,779,2.31,4.38,7.02,32.83
256,437,2018,1628983,Shai,Gilgeous-Alexander,Shai Gilgeous-Alexander,PG,76.5,6' 4.5'',78.0,6' 6'',180.0,83.5,6' 11.5'',104.0,8' 8'',3.0,9.0,9.0,,,,,,,shai-gilgeous-alexander,2018,shai-gilgeous-alexander,4278073,Kentucky,32,1071,0.32,1873,2.46,1.91,3.24,10.51
257,439,2008,12251,James,Gist,James Gist,PF,79.0,6' 7'',80.5,6' 8.5'',220.0,88.0,7' 4'',107.5,8' 11.5'',4.8,,,30.5,35.0,11.37,,3.14,5.0,james-gist,2008,james-gist,22387,Maryland,22,731,2.23,1344,1.86,6.32,6.05,22.22
258,444,2013,203462,Archie,Goodwin,Archie Goodwin,SG,75.75,6' 3.75'',77.25,6' 5.25'',189.0,81.5,6' 9.5'',102.0,8' 6'',4.55,8.5,9.0,30.0,36.0,10.75,3.41,3.27,1.0,archie-goodwin,2013,archie-goodwin,61841,Kentucky,10,302,1.36,514,1.17,2.22,4.92,9.71
259,447,2008,201569,Eric,Gordon,Eric Gordon,SG,74.0,6' 2'',75.25,6' 3.25'',222.0,81.0,6' 9'',99.0,8' 3'',8.2,,,32.0,40.0,10.81,,3.01,15.0,eric-gordon,2008,eric-gordon,36469,Indiana,31,1073,0.88,1816,2.15,1.94,2.7,8.83
260,448,2012,12467,Drew,Gordon,Drew Gordon,PF,80.0,6' 8'',80.75,6' 8.75'',239.0,83.5,6' 11.5'',103.5,8' 7.5'',9.1,8.5,9.75,29.0,34.0,11.35,,3.49,10.0,drew-gordon,2012,drew-gordon,41009,New Mexico,15,451,1.49,737,2.31,4.53,13.09,29.46
261,449,2014,203932,Aaron,Gordon,Aaron Gordon,PF,79.5,6' 7.5'',80.75,6' 8.75'',220.1,83.75,6' 11.75'',105.0,8' 9'',5.05,8.75,10.5,32.5,39.0,10.81,2.76,3.27,,aaron-gordon,2014,aaron-gordon,66320,Arizona,25,774,2.54,1260,2.14,2.75,10.21,21.03
262,452,2011,202726,Andrew,Goudelock,Andrew Goudelock,PG,73.25,6' 1.25'',74.75,6' 2.75'',197.6,76.25,6' 4.25'',96.5,8' 0.5'',9.9,8.25,9.25,32.5,37.0,10.33,,3.1,4.0,andrew-goudelock,2011,andrew-goudelock,36889,Charleston,26,902,0.26,1533,1.37,0.53,2.51,12.22
263,454,2015,1626203,Treveon,Graham,Treveon Graham,SF,76.0,6' 4'',77.75,6' 5.75'',219.4,82.5,6' 10.5'',103.0,8' 7'',5.5,8.5,8.25,28.5,31.5,11.64,3.15,3.3,11.0,treveon-graham,2015,treveon-graham,57000,VCU,31,893,0.13,1493,1.34,1.24,8.28,22.41
264,455,2018,1628984,Devonte,Graham,Devonte Graham,PG,72.25,6' 0.25'',73.5,6' 1.5'',186.4,78.25,6' 6.25'',96.0,8' 0'',4.8,8.5,9.5,31.0,37.0,11.28,3.15,3.21,14.0,devonte-graham,2018,devonte-graham,3133601,Kansas,34,1277,0.04,2259,2.43,0.16,1.75,10.7
265,458,2008,201863,Kentrell,Gransberry,Kentrell Gransberry,C,78.75,6' 6.75'',79.75,6' 7.75'',290.0,82.25,6' 10.25'',106.0,8' 10'',17.4,,,24.5,27.5,12.16,,3.32,18.0,kentrell-gransberry,2008,kentrell-gransberry,26855,South Florida,24,773,0.31,1281,1.33,4.4,13.92,25.12
266,459,2014,203924,Jerami,Grant,Jerami Grant,SF,78.5,6' 6.5'',79.75,6' 7.75'',214.0,86.75,7' 2.75'',107.0,8' 11'',3.75,9.25,9.25,,,,,,,jerami-grant,2014,jerami-grant,61822,Syracuse,25,800,1.9,1208,1.65,2.24,9.83,19.37
267,460,2015,1626170,Jerian,Grant,Jerian Grant,PG,75.25,6' 3.25'',76.25,6' 4.25'',198.0,79.5,6' 7.5'',100.0,8' 4'',5.6,8.25,8.5,,,,,,,jerian-grant,2015,jerian-grant,51374,Notre Dame,33,1205,0.46,1950,2.92,1.62,1.22,9.31
268,462,2006,12187,Taj,Gray,Taj Gray,PF-SF,79.25,6' 7.25'',80.5,6' 8.5'',231.0,84.75,7' 0.75'',107.0,8' 11'',6.8,,,28.5,33.0,11.02,,3.45,10.0,taj-gray,2006,taj-gray,22157,Oklahoma,27,811,2.22,1304,1.92,5.88,13.99,21.06
269,463,2007,201189,Aaron,Gray,Aaron Gray,C,84.0,7' 0'',85.75,7' 1.75'',271.0,87.25,7' 3.25'',108.5,9' 0.5'',10.8,,,27.0,32.5,12.07,,3.7,17.0,aaron-gray,2007,aaron-gray,15476,Pittsburgh,28,785,1.27,1259,0.95,7.1,16.37,27.54
270,467,2007,12212,Caleb,Green,Caleb Green,PF,78.0,6' 6'',80.0,6' 8'',238.0,83.75,6' 11.75'',103.0,8' 7'',10.9,,,28.5,36.0,11.72,,3.46,9.0,caleb-green,2007,caleb-green,16171,Oral Roberts,4,147,0.42,237,2.94,0.0,9.9,21.62
271,468,2007,201145,Jeff,Green,Jeff Green,SF,79.0,6' 7'',81.5,6' 9.5'',228.0,85.25,7' 1.25'',103.0,8' 7'',3.7,,,33.5,38.0,12.0,,3.34,17.0,jeff-green,2007,jeff-green,22425,Georgetown,26,867,1.36,1322,1.82,4.68,7.9,18.27
272,469,2007,201192,Taurean,Green,Taurean Green,PG,71.0,5' 11'',72.75,6' 0.75'',173.0,74.25,6' 2.25'',96.0,8' 0'',4.6,,,29.0,32.5,11.3,,3.26,8.0,taurean-green,2007,taurean-green,22153,Florida,31,1002,0.0,1703,2.29,0.1,1.17,7.68
273,470,2009,201980,Danny,Green,Danny Green,SG-SF,77.25,6' 5.25'',78.5,6' 6.5'',208.0,82.0,6' 10'',103.0,8' 7'',5.6,,,29.0,33.0,11.3,,3.3,15.0,danny-green,2009,danny-green,27017,North Carolina,29,797,1.12,1520,3.35,4.33,7.61,11.41
274,471,2012,203110,Draymond,Green,Draymond Green,PF-SF,77.75,6' 5.75'',79.5,6' 7.5'',235.6,85.25,7' 1.25'',105.0,8' 9'',11.3,9.0,9.5,28.0,33.0,11.01,,3.4,9.0,draymond-green,2012,draymond-green,41760,Michigan State,13,430,0.55,727,2.75,2.96,9.94,28.26
275,472,2012,203254,JaMychal,Green,JaMychal Green,PF,80.0,6' 8'',81.0,6' 9'',217.4,86.25,7' 2.25'',106.5,8' 10.5'',9.8,9.25,9.25,29.5,32.5,10.63,,3.38,19.0,jamychal-green,2012,jamychal-green,41315,Alabama,10,283,1.56,447,1.79,6.25,13.38,24.36
276,473,2013,203475,Erick,Green,Erick Green,PG,73.5,6' 1.5'',75.0,6' 3'',178.2,77.75,6' 5.75'',98.0,8' 2'',4.35,8.5,9.0,,,,,,5.0,erick-green,2013,erick-green,45918,Virginia Tech,21,757,0.45,1333,2.1,0.56,1.95,12.41
277,474,2020,1630182,Josh,Green,Josh Green,SG-SF,76.5,6'4.50'',77.5,6'5.50'',214.0,81.75,6'9.75'',101.5,8'5.50'',6.8,8.0,8.75,30.5,39.5,10.64,2.28,3.12,,josh-green,2020,josh-green,4432811,Arizona,29,897,1.33,1574,2.73,1.66,5.29,13.28
278,475,2008,201590,Donte,Greene,Donte Greene,SF-PF,80.25,6' 8.25'',81.0,6' 9'',221.0,82.0,6' 10'',108.0,9' 0'',7.6,,,27.5,31.5,11.21,,3.2,2.0,donte-greene,2008,donte-greene,36582,Syracuse,32,1135,1.34,2092,1.67,5.1,6.25,18.14
279,479,2009,201933,Blake,Griffin,Blake Griffin,PF,80.5,6' 8.5'',82.0,6' 10'',248.4,83.25,6' 11.25'',105.0,8' 9'',8.2,,,32.0,35.5,10.95,,3.28,22.0,blake-griffin,2009,blake-griffin,36259,Oklahoma,31,1024,4.54,1785,2.07,3.89,14.46,36.15
280,480,2019,1629656,Quentin,Grimes,Quentin Grimes,SG,76.0,6' 4'',77.25,6' 5.25'',209.6,79.75,6' 7.75'',100.5,8' 4.5'',8.4,8.25,10.0,27.5,36.0,10.83,3.28,3.2,6.0,quentin-grimes,2019,quentin-grimes,4397014,Kansas,34,923,0.18,1637,1.34,0.61,2.15,8.6
281,483,2006,12188,Dan,Grunfeld,Dan Grunfeld,SF-SG,76.75,6' 4.75'',78.0,6' 6'',216.0,78.25,6' 6.25'',99.0,8' 3'',10.4,,,28.0,33.5,11.3,,3.46,16.0,dan-grunfeld,2006,dan-grunfeld,12162,Stanford,16,417,0.0,676,0.74,1.39,4.56,16.39
282,484,2019,1629657,Kyle,Guy,Kyle Guy,SG,72.75,6' 0.75'',74.25,6' 2.25'',167.8,76.5,6' 4.5'',95.5,7' 11.5'',5.7,8.0,8.75,30.5,36.5,10.48,3.07,3.27,4.0,kyle-guy,2019,kyle-guy,4065730,Virginia,31,1072,0.18,1649,1.39,0.12,3.05,13.58
283,486,2018,1629036,Isaac,Haas,Isaac Haas,C,85.25,7' 1.25'',86.75,7' 2.75'',303.0,89.0,7' 5'',111.5,9' 3.5'',12.55,10.0,10.5,,,,,,,isaac-haas,2018,isaac-haas,3136990,Purdue,33,782,2.16,1343,0.37,6.05,10.29,20.24
284,487,2020,1630204,Ashton,Hagans,Ashton Hagans,PG,73.5,6'1.50'',74.5,6'2.50'',193.0,80.0,6'8.00'',99.5,8'3.50'',4.1,9.0,9.0,29.5,36.5,10.82,2.5,3.13,,ashton-hagans,2020,ashton-hagans,4395722,Kentucky,30,994,0.76,1716,3.38,0.67,0.98,12.79
285,488,2008,201612,Malik,Hairston,Malik Hairston,SG,76.25,6' 4.25'',77.25,6' 5.25'',204.0,81.0,6' 9'',103.5,8' 7.5'',6.9,,,30.5,38.0,11.33,,3.08,13.0,malik-hairston,2008,malik-hairston,22482,Oregon,29,908,1.62,1539,1.1,3.06,6.34,13.6
286,492,2018,1628985,Devon,Hall,Devon Hall,SG,76.25,6' 4.25'',78.0,6' 6'',206.4,79.75,6' 7.75'',102.0,8' 6'',8.45,8.5,10.0,25.0,31.0,10.95,3.16,3.27,6.0,devon-hall,2018,devon-hall,66138,Virginia,33,1062,0.19,1617,1.79,0.63,1.63,16.47
287,495,2011,202706,Jordan,Hamilton,Jordan Hamilton,SF,78.75,6' 6.75'',80.5,6' 8.5'',228.4,81.5,6' 9.5'',104.0,8' 8'',9.8,9.0,9.25,25.0,32.0,11.47,,3.3,7.0,jordan-hamilton,2011,jordan-hamilton,41309,Lehigh,4,70,0.0,125,1.6,3.9,5.44,13.22
288,495,2011,202706,Jordan,Hamilton,Jordan Hamilton,SF,78.75,6' 6.75'',80.5,6' 8.5'',228.4,81.5,6' 9.5'',104.0,8' 8'',9.8,9.0,9.25,25.0,32.0,11.47,,3.3,7.0,jordan-hamilton,2011,jordan-hamilton,46197,Texas,26,822,0.57,1415,1.41,1.78,7.55,20.3
289,496,2016,1627772,Daniel,Hamilton,Daniel Hamilton,SG-SF,78.25,6' 6.25'',80.0,6' 8'',197.0,81.0,6' 9'',103.5,8' 7.5'',5.95,9.0,8.5,26.0,29.0,11.48,3.2,3.4,,daniel-hamilton,2016,daniel-hamilton,3147351,UConn,33,1057,0.23,1759,2.05,1.51,3.9,30.02
290,498,2018,1628986,Jaylen,Hands,Jaylen Hands,PG,73.5,6' 1.5'',74.75,6' 2.75'',179.0,77.5,6' 5.5'',98.0,8' 2'',5.0,8.0,8.0,31.5,39.5,12.11,3.16,3.13,6.0,jaylen-hands,2018,jaylen-hands,4278526,UCLA,30,758,0.66,1358,2.21,0.56,2.91,14.96
291,499,2019,1628986,Jaylen,Hands,Jaylen Hands,PG,73.5,6' 1.5'',75.0,6' 3'',180.4,77.5,6' 5.5'',97.0,8' 1'',5.1,8.0,8.25,33.0,41.5,10.73,3.03,3.12,6.0,jaylen-hands,2019,jaylen-hands,4278526,UCLA,32,1008,0.59,1861,2.31,0.53,1.41,11.47
292,500,2015,1626152,Olivier,Hanlan,Olivier Hanlan,PG-SG,75.25,6' 3.25'',76.25,6' 4.25'',185.8,78.0,6' 6'',100.0,8' 4'',4.3,8.0,8.75,28.0,34.0,11.41,3.12,3.25,19.0,olivier-hanlan,2015,olivier-hanlan,61155,Boston College,30,1126,0.0,1803,2.11,0.1,2.52,13.07
293,501,2009,201946,Tyler,Hansbrough,Tyler Hansbrough,PF,80.25,6' 8.25'',81.5,6' 9.5'',234.2,83.5,6' 11.5'',106.0,8' 10'',8.5,,,27.5,34.0,11.12,,3.27,18.0,tyler-hansbrough,2009,tyler-hansbrough,27018,North Carolina,27,821,1.79,1561,1.73,1.32,12.84,17.39
294,503,2010,202376,Luke,Harangody,Luke Harangody,PF,78.0,6' 6'',79.75,6' 7.75'',240.2,81.5,6' 9.5'',106.0,8' 10'',11.1,8.75,9.75,24.0,28.5,11.83,,3.41,23.0,luke-harangody,2010,luke-harangody,31678,Notre Dame,26,857,0.63,1419,0.77,2.26,8.27,26.07
295,504,2013,203501,Tim,Hardaway Jr.,Tim Hardaway Jr.,SG,76.5,6' 4.5'',78.25,6' 6.25'',199.4,79.0,6' 7'',101.0,8' 5'',6.05,8.0,9.25,31.5,37.5,10.68,2.93,3.25,16.0,tim-hardaway-jr,2013,tim-hardaway-jr,51270,Michigan,9,303,0.6,502,0.8,1.46,0.88,18.74
296,505,2009,201935,James,Harden,James Harden,SG,76.0,6' 4'',77.25,6' 5.25'',222.0,82.75,6' 10.75'',103.5,8' 7.5'',10.1,,,31.5,37.0,11.1,,3.13,17.0,james-harden,2009,james-harden,36072,Arizona State,27,970,1.63,1474,3.12,1.38,6.04,16.68
297,506,2008,201614,DeVon,Hardin,DeVon Hardin,C-PF,81.5,6' 9.5'',82.75,6' 10.75'',235.0,87.0,7' 3'',109.5,9' 1.5'',5.8,,,29.5,32.0,11.49,,3.33,20.0,devon-hardin,2008,devon-hardin,22477,California,19,442,2.49,763,1.7,4.69,9.09,26.76
298,508,2011,202712,Justin,Harper,Justin Harper,PF-SF,80.0,6' 8'',80.75,6' 8.75'',228.0,83.75,6' 11.75'',106.0,8' 10'',4.0,9.0,9.25,28.5,33.0,11.92,,3.3,19.0,justin-harper,2011,justin-harper,36087,Richmond,25,766,0.81,1228,1.38,4.19,7.69,20.18
299,509,2019,1629607,Jared,Harper,Jared Harper,PG,69.75,5' 9.75'',71.0,5' 11'',169.2,77.5,6' 5.5'',94.0,7' 10'',3.9,8.25,9.5,33.5,40.5,10.77,3.02,3.04,8.0,jared-harper,2019,jared-harper,4066248,Auburn,31,1002,0.06,1747,2.12,0.0,1.21,8.56
300,510,2015,1626149,Montrezl,Harrell,Montrezl Harrell,PF,79.0,6' 7'',79.5,6' 7.5'',253.4,88.25,7' 4.25'',109.0,9' 1'',11.9,9.0,9.75,,,,,,,montrezl-harrell,2015,montrezl-harrell,61793,Louisville,30,1039,3.6,1721,1.74,3.9,10.65,21.4
301,513,2010,202412,Manny,Harris,Manny Harris,SG,76.0,6' 4'',77.5,6' 5.5'',185.1,79.25,6' 7.25'',102.0,8' 6'',3.8,8.5,9.0,,,,,,11.0,manny-harris,2010,manny-harris,36472,Michigan,31,1120,0.91,1758,3.18,1.11,6.52,16.17
302,514,2011,202699,Tobias,Harris,Tobias Harris,SF-PF,78.5,6' 6.5'',79.75,6' 7.75'',222.8,83.0,6' 11'',103.5,8' 7.5'',8.4,8.75,9.0,31.5,37.5,10.96,,3.17,12.0,tobias-harris,2011,tobias-harris,51417,Tennessee,25,720,1.07,1215,1.81,3.83,9.07,24.44
303,515,2014,203914,Gary,Harris,Gary Harris,SG,74.5,6' 2.5'',76.5,6' 4.5'',204.8,78.75,6' 6.75'',96.0,8' 0'',4.55,8.5,9.5,,,,,,,gary-harris,2014,gary-harris,62613,Michigan State,26,845,1.01,1389,3.45,1.84,3.71,11.48
304,516,2014,203925,Joe,Harris,Joe Harris,SG,76.75,6' 4.75'',78.25,6' 6.25'',215.0,78.0,6' 6'',100.0,8' 4'',6.2,8.5,9.75,28.5,33.5,11.11,2.92,3.31,,joe-harris,2014,joe-harris,51064,Virginia,31,917,0.07,1411,2.27,0.92,3.13,9.9
305,517,2020,1630223,Jalen,Harris,Jalen Harris,SG,74.75,6'2.75'',76.2,6'4.25'',193.4,79.0,6'7.00'',97.5,8'1.50'',4.4,8.25,9.5,37.5,42.5,10.59,2.49,3.11,,jalen-harris,2020,jalen-harris,4066718,Arkansas,30,720,0.23,1282,1.79,0.91,1.41,9.45
306,517,2020,1630223,Jalen,Harris,Jalen Harris,SG,74.75,6'2.75'',76.2,6'4.25'',193.4,79.0,6'7.00'',97.5,8'1.50'',4.4,8.25,9.5,37.5,42.5,10.59,2.49,3.11,,jalen-harris,2020,jalen-harris,4066998,Nevada,27,915,1.27,1653,2.0,0.4,3.01,18.46
307,518,2015,1626151,Aaron,Harrison,Aaron Harrison,SG,76.5,6' 4.5'',78.0,6' 6'',209.2,80.25,6' 8.25'',100.5,8' 4.5'',6.0,8.75,10.0,28.5,34.5,,,3.27,1.0,aaron-harrison,2015,aaron-harrison,66614,Kentucky,32,831,1.19,1344,3.12,0.8,2.03,9.88
308,519,2015,1626150,Andrew,Harrison,Andrew Harrison,PG,76.5,6' 4.5'',77.5,6' 5.5'',213.2,81.0,6' 9'',100.0,8' 4'',5.9,8.25,9.25,26.5,33.0,11.2,,3.34,,andrew-harrison,2015,andrew-harrison,66615,Kentucky,32,813,0.38,1315,2.51,0.68,1.73,8.59
309,521,2016,1628404,Josh,Hart,Josh Hart,SG,76.0,6' 4'',77.5,6' 5.5'',203.6,80.5,6' 8.5'',99.5,8' 3.5'',5.75,8.5,9.25,29.5,38.5,11.15,3.15,3.2,,josh-hart,2016,josh-hart,66173,Villanova,34,1072,0.71,1824,2.03,0.75,8.41,18.87
310,522,2017,1628404,Josh,Hart,Josh Hart,SG-SF,75.75,6' 3.75'',77.0,6' 5'',209.2,80.25,6' 8.25'',101.0,8' 5'',5.8,8.5,9.5,27.5,35.5,11.15,3.02,3.18,9.0,josh-hart,2017,josh-hart,66173,Villanova,32,1074,1.01,1777,2.76,0.9,6.34,19.18
311,525,2015,1626227,Tyler,Harvey,Tyler Harvey,SG,74.75,6' 2.75'',76.0,6' 4'',181.4,77.5,6' 5.5'',98.5,8' 2.5'',9.2,7.75,8.75,26.0,28.5,10.56,2.93,3.44,1.0,tyler-harvey,2015,tyler-harvey,56188,Eastern Washington,25,930,0.06,1606,1.74,0.34,2.05,10.21
312,526,2006,12189,Matt,Haryasz,Matt Haryasz,PF-C,81.75,6' 9.75'',83.0,6' 11'',219.0,84.25,7' 0.25'',107.5,8' 11.5'',9.8,,,27.5,31.5,11.34,,3.46,10.0,matt-haryasz,2006,matt-haryasz,12165,Stanford,16,551,1.34,893,1.23,4.56,11.42,20.53
313,532,2007,201150,Spencer,Hawes,Spencer Hawes,PF,82.0,6' 10'',84.75,7' 0.75'',244.0,84.5,7' 0.5'',110.0,9' 2'',13.0,,,26.0,29.0,11.88,,3.51,9.0,spencer-hawes,2007,spencer-hawes,31657,Washington,26,747,0.97,1343,0.74,6.73,9.39,20.32
314,533,2015,1626186,Corey,Hawkins,Corey Hawkins,SG-PG,72.75,6' 0.75'',73.75,6' 1.75'',191.8,80.0,6' 8'',99.5,8' 3.5'',5.5,8.75,9.0,28.5,34.0,10.81,,3.51,9.0,corey-hawkins,2015,corey-hawkins,51085,UC Davis,25,830,0.0,1322,2.72,0.81,3.41,16.21
315,535,2016,1628502,Nigel,Hayes,Nigel Hayes,SF-PF,78.25,6' 6.25'',79.25,6' 7.25'',245.0,87.0,7' 3'',107.5,8' 11.5'',10.9,8.5,9.5,25.5,28.5,12.11,2.9,3.2,,nigel-hayes,2016,nigel-hayes,66198,Wisconsin,30,1086,0.51,1751,1.94,1.19,6.86,14.21
316,536,2017,1628502,Nigel,Hayes,Nigel Hayes,PF,78.25,6' 6.25'',79.5,6' 7.5'',254.2,87.25,7' 3.25'',104.5,8' 8.5'',11.5,8.75,10.0,29.0,33.5,11.81,2.94,3.27,16.0,nigel-hayes,2017,nigel-hayes,66198,Wisconsin,31,980,1.25,1597,1.44,1.39,8.36,19.63
317,537,2019,1629637,Jaxson,Hayes,Jaxson Hayes,PF,82.25,6' 10.25'',83.5,6' 11.5'',218.6,87.5,7' 3.5'',110.5,9' 2.5'',5.0,9.25,10.5,27.0,34.5,11.74,3.23,3.37,5.0,jaxson-hayes,2019,jaxson-hayes,4397077,Texas,30,706,6.01,1165,1.63,10.64,8.91,17.55
318,538,2010,202330,Gordon,Hayward,Gordon Hayward,SF,78.75,6' 6.75'',80.0,6' 8'',211.0,79.75,6' 7.75'',103.0,8' 7'',6.9,8.5,9.25,30.5,34.5,11.73,,3.22,10.0,gordon-hayward,2010,gordon-hayward,42247,Butler,27,893,1.12,1430,2.17,2.82,9.2,23.96
319,539,2010,202351,Lazar,Hayward,Lazar Hayward,SG-SF,76.5,6' 4.5'',77.75,6' 5.75'',225.8,84.75,7' 0.75'',102.0,8' 6'',7.5,9.25,9.5,31.0,36.0,10.87,,3.31,15.0,lazar-hayward,2010,lazar-hayward,31821,Marquette,30,977,0.63,1588,3.59,1.85,8.26,24.17
