,Unnamed: 0,SEASON,PLAYER_ID,FIRST_NAME,LAST_NAME,PLAYER_NAME,POSITION,HEIGHT_WO_SHOES,HEIGHT_WO_SHOES_FT_IN,HEIGHT_W_SHOES,HEIGHT_W_SHOES_FT_IN,WEIGHT,WINGSPAN,WINGSPAN_FT_IN,STANDING_REACH,STANDING_REACH_FT_IN,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,LANE_AGILITY_TIME,MODIFIED_LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,BENCH_PRESS,NORMALIZED_PLAYER_NAME,season,name,pid,team,g,min,dunks,poss,stl,blk,orb,drb
407,693,2008,201599,DeAndre,Jordan,DeAndre Jordan,C,81.75,6' 9.75'',83.0,6' 11'',250.0,90.0,7' 6'',113.5,9' 5.5'',7.5,,,26.0,30.5,12.3,,3.27,8.0,deandre-jordan,2008,deandre-jordan,36142,Texas A&M,31,655,4.33,1086,0.55,6.65,12.69,25.85
408,695,2011,202709,Cory,Joseph,Cory Joseph,PG,74.0,6' 2'',75.25,6' 3.25'',186.2,77.5,6' 5.5'',99.0,8' 3'',9.7,8.5,10.5,27.5,35.0,10.75,,3.27,5.0,cory-joseph,2011,cory-joseph,51445,Texas,26,836,0.07,1439,1.81,0.99,2.88,10.18
409,696,2012,203126,Kris,Joseph,Kris Joseph,SG,78.0,6' 6'',79.0,6' 7'',215.0,83.0,6' 11'',104.0,8' 8'',8.6,9.0,9.0,28.5,35.0,,,3.46,6.0,kris-joseph,2012,kris-joseph,41523,Syracuse,9,255,1.13,442,3.16,0.96,7.43,18.6
410,697,2019,1629662,Mfiondu,Kabengele,Mfiondu Kabengele,PF,80.75,6' 8.75'',82.25,6' 10.25'',256.2,87.0,7' 3'',109.5,9' 1.5'',5.1,9.25,10.75,28.0,35.5,11.21,3.3,3.25,6.0,mfiondu-kabengele,2019,mfiondu-kabengele,4065660,Florida State,32,673,3.08,1168,1.45,8.41,12.46,22.25
411,698,2013,203509,Myck,Kabongo,Myck Kabongo,PG,73.25,6' 1.25'',74.75,6' 2.75'',180.4,78.25,6' 6.25'',98.0,8' 2'',6.0,8.25,9.0,27.5,33.5,10.64,2.86,3.44,2.0,myck-kabongo,2013,myck-kabongo,57407,Texas,4,154,0.0,244,3.28,0.0,0.96,17.76
412,699,2013,203483,Kenny,Kadji,Kenny Kadji,PF-C,80.75,6' 8.75'',82.0,6' 10'',241.6,87.0,7' 3'',106.5,8' 10.5'',7.45,9.0,10.25,34.0,38.0,11.47,2.88,3.44,9.0,kenny-kadji,2013,kenny-kadji,41324,Miami,10,285,1.3,460,0.43,4.57,8.44,22.03
413,701,2015,1626163,Frank,Kaminsky,Frank Kaminsky,C-PF,83.75,6' 11.75'',84.75,7' 0.75'',231.2,83.0,6' 11'',109.5,9' 1.5'',9.4,8.5,9.5,,,,,,,frank-kaminsky,2015,frank-kaminsky,56769,Wisconsin,30,988,1.62,1478,1.83,4.89,6.51,27.74
414,705,2007,201207,Coby,Karl,Coby Karl,SG-PG,75.0,6' 3'',76.75,6' 4.75'',204.0,83.0,6' 11'',99.5,8' 3.5'',5.4,,,32.0,34.5,11.57,,3.41,9.0,coby-karl,2007,coby-karl,11990,Boise State,9,304,0.0,566,1.76,1.29,1.95,12.2
415,708,2008,12253,Sasha,Kaun,Sasha Kaun,C-PF,81.0,6' 9'',82.75,6' 10.75'',247.0,88.0,7' 4'',110.0,9' 2'',9.6,,,29.0,32.0,12.06,,3.2,13.0,sasha-kaun,2008,sasha-kaun,22177,Kansas,32,571,2.83,990,1.72,8.89,11.64,14.4
416,709,2007,12221,Antanas,Kavaliauskas,Antanas Kavaliauskas,PF,81.0,6' 9'',82.5,6' 10.5'',237.0,82.5,6' 10.5'',106.5,8' 10.5'',7.7,,,25.5,30.0,11.19,,3.42,19.0,antanas-kavaliauskas,2007,antanas-kavaliauskas,27152,Texas A&M,20,596,0.2,979,1.23,3.86,8.92,21.19
417,712,2013,203527,Ryan,Kelly,Ryan Kelly,PF,81.75,6' 9.75'',83.75,6' 11.75'',228.0,83.5,6' 11.5'',110.0,9' 2'',14.75,9.0,10.0,,,,,,,ryan-kelly,2013,ryan-kelly,45911,Duke,2,67,0.91,109,2.73,6.12,2.21,9.79
418,713,2008,12260,Marcelus,Kemp,Marcelus Kemp,SG,75.0,6' 3'',76.25,6' 4.25'',221.0,80.5,6' 8.5'',103.5,8' 7.5'',9.0,,,26.0,30.0,11.79,,3.39,9.0,marcelus-kemp,2008,marcelus-kemp,11202,Nevada,24,789,0.22,1388,1.15,0.81,4.83,14.32
419,714,2017,1628379,Luke,Kennard,Luke Kennard,SG-SF,76.5,6' 4.5'',77.5,6' 5.5'',196.2,77.25,6' 5.25'',98.5,8' 2.5'',6.6,8.0,8.75,,,,,,,luke-kennard,2017,luke-kennard,3913174,Duke,33,1183,0.05,2063,1.21,1.02,4.12,13.75
420,717,2012,203077,Michael,Kidd-Gilchrist,Michael Kidd-Gilchrist,SF,77.75,6' 5.75'',79.5,6' 7.5'',232.8,84.0,7' 0'',104.5,8' 8.5'',7.0,9.0,10.25,32.0,35.5,11.77,,3.18,6.0,michael-kidd-gilchrist,2012,michael-kidd-gilchrist,56352,Kentucky,5,152,2.22,269,3.34,3.89,9.63,16.45
421,718,2006,12193,Marco,Killingsworth,Marco Killingsworth,PF,77.5,6' 5.5'',78.75,6' 6.75'',266.0,87.0,7' 3'',104.0,8' 8'',19.0,,,28.0,32.0,11.42,,3.34,13.0,marco-killingsworth,2006,marco-killingsworth,5557,Indiana,27,781,0.91,1318,1.36,2.77,11.12,23.49
422,719,2014,203930,Sean,Kilpatrick,Sean Kilpatrick,SG,74.5,6' 2.5'',76.25,6' 4.25'',218.7,79.0,6' 7'',99.0,8' 3'',9.2,9.0,9.0,,,,,,,sean-kilpatrick,2014,sean-kilpatrick,45942,Cincinnati,31,1050,0.35,1694,2.42,0.11,4.06,13.15
423,721,2018,1628994,George,King,George King,SF-SG,76.75,6' 4.75'',78.0,6' 6'',218.6,83.5,6' 11.5'',101.5,8' 5.5'',7.25,9.0,10.25,31.0,39.0,10.75,3.08,3.29,15.0,george-king,2018,george-king,66205,Colorado,30,847,0.34,1485,1.08,2.38,8.17,25.22
424,722,2019,1629663,Louis,King,Louis King,SF,78.75,6' 6.75'',80.0,6' 8'',195.2,84.25,7' 0.25'',104.5,8' 8.5'',4.8,8.0,8.5,29.0,33.0,10.99,3.05,3.28,0.0,louis-king,2019,louis-king,4397103,Oregon,28,842,0.22,1377,1.89,1.15,5.77,20.23
425,723,2006,200814,Tarence,Kinsey,Tarence Kinsey,SF-SG,76.75,6' 4.75'',77.5,6' 5.5'',179.0,78.75,6' 6.75'',100.5,8' 4.5'',4.1,,,29.0,35.5,10.67,,3.3,5.0,tarence-kinsey,2006,tarence-kinsey,11275,South Carolina,22,787,0.41,1230,2.84,1.23,4.91,13.53
426,724,2014,203945,Alex,Kirk,Alex Kirk,PF,81.25,6' 9.25'',82.75,6' 10.75'',252.0,87.5,7' 3.5'',109.5,9' 1.5'',13.6,9.25,10.5,28.5,31.5,11.2,3.19,3.48,,alex-kirk,2014,alex-kirk,51164,New Mexico,25,799,2.74,1314,0.68,8.19,10.07,23.31
427,727,2011,202688,Brandon,Knight,Brandon Knight,PG,73.5,6' 1.5'',75.25,6' 3.25'',176.8,78.75,6' 6.75'',98.5,8' 2.5'',4.2,8.25,9.5,29.0,37.5,10.74,,3.07,10.0,brandon-knight,2011,brandon-knight,51542,Kentucky,28,998,0.23,1707,1.0,0.78,2.25,11.05
428,728,2020,1630233,Nathan,Knight,Nathan Knight,PF-C,80.0,6'8.00'',81.7,6'9.75'',235.0,86.0,7'2.00'',109.5,9'1.50'',8.2,9.0,9.5,23.0,31.5,11.56,2.96,3.31,,nathan-knight,2020,nathan-knight,4067325,William & Mary,21,637,1.64,1094,1.74,4.22,12.18,30.18
429,731,2018,1628996,Sagaba,Konate,Sagaba Konate,C,78.5,6' 6.5'',79.5,6' 7.5'',246.0,84.0,7' 0'',106.5,8' 10.5'',7.35,9.25,10.0,31.5,35.0,12.28,3.36,3.28,12.0,sagaba-konate,2018,sagaba-konate,4066333,West Virginia,32,813,1.46,1439,0.97,15.76,10.88,26.69
430,734,2006,12194,Carl,Krauser,Carl Krauser,PG,71.75,5' 11.75'',72.75,6' 0.75'',190.0,78.25,6' 6.25'',97.0,8' 1'',8.0,,,26.0,31.0,11.62,,3.38,8.0,carl-krauser,2006,carl-krauser,8005,Pittsburgh,24,774,0.0,1302,2.46,0.0,3.22,12.87
431,736,2017,1628398,Kyle,Kuzma,Kyle Kuzma,SF-SG,80.0,6' 8'',81.5,6' 9.5'',222.6,84.25,7' 0.25'',107.5,8' 11.5'',9.4,8.5,9.5,27.0,34.0,10.72,2.98,3.25,12.0,kyle-kuzma,2017,kyle-kuzma,3134907,Utah,25,804,0.86,1395,1.07,1.28,12.17,24.82
432,737,2014,203897,Zach,LaVine,Zach LaVine,PG,76.5,6' 4.5'',77.75,6' 5.75'',180.9,80.25,6' 8.25'',100.0,8' 4'',4.7,8.25,8.75,33.5,41.5,10.42,2.8,3.19,,zach-lavine,2014,zach-lavine,66221,UCLA,33,820,1.44,1458,2.13,0.89,2.73,10.36
433,738,2016,1627746,Skal,Labissiere,Skal Labissiere,PF-C,82.5,6' 10.5'',83.75,6' 11.75'',215.8,86.5,7' 2.5'',105.5,8' 9.5'',5.7,8.75,9.0,,,,,,,skal-labissiere,2016,skal-labissiere,3936296,Kentucky,34,529,2.87,906,0.88,10.04,8.61,15.21
434,739,2012,203087,Jeremy,Lamb,Jeremy Lamb,SG,76.0,6' 4'',77.25,6' 5.25'',179.2,83.0,6' 11'',102.0,8' 6'',4.5,8.75,9.25,31.5,38.0,10.98,,3.25,5.0,jeremy-lamb,2012,jeremy-lamb,51453,UConn,9,350,0.88,568,2.29,2.64,3.83,11.71
435,740,2012,203117,Doron,Lamb,Doron Lamb,SG-PG,75.25,6' 3.25'',76.75,6' 4.75'',199.4,78.75,6' 6.75'',98.5,8' 2.5'',6.7,8.5,8.75,29.0,33.5,11.12,,3.41,2.0,doron-lamb,2012,doron-lamb,51543,Kentucky,5,145,0.0,257,1.17,0.0,2.52,11.72
436,743,2010,12330,Sylven,Landesberg,Sylven Landesberg,SG,76.75,6' 4.75'',78.25,6' 6.25'',210.0,81.0,6' 9'',100.5,8' 4.5'',11.6,8.75,10.75,28.0,32.0,11.59,,3.36,8.0,sylven-landesberg,2010,sylven-landesberg,40981,Virginia,23,733,0.76,1183,1.52,1.03,5.94,14.43
437,744,2007,201171,Carl,Landry,Carl Landry,PF,79.0,6' 7'',80.5,6' 8.5'',248.0,83.0,6' 11'',102.5,8' 6.5'',7.5,,,31.5,36.5,11.35,,3.29,21.0,carl-landry,2007,carl-landry,22137,Purdue,20,644,1.32,1061,2.45,3.83,13.43,17.95
438,750,2013,203499,Shane,Larkin,Shane Larkin,PG,70.25,5' 10.25'',71.5,5' 11.5'',170.8,70.75,5' 10.75'',89.5,7' 5.5'',3.8,7.5,8.75,34.5,44.0,10.64,3.03,3.08,12.0,shane-larkin,2013,shane-larkin,57804,Miami,10,370,0.0,598,4.51,0.96,1.08,12.31
439,752,2007,201186,Stephane,Lasme,Stephane Lasme,PF,77.0,6' 5'',79.0,6' 7'',213.0,86.0,7' 2'',107.0,8' 11'',4.9,,,29.5,36.0,11.73,,3.22,17.0,stephane-lasme,2007,stephane-lasme,15226,UMass,14,443,1.56,771,1.68,14.71,13.7,20.85
440,753,2007,201151,Acie,Law,Acie Law,PG,74.0,6' 2'',75.5,6' 3.5'',186.0,78.5,6' 6.5'',98.0,8' 2'',5.6,,,29.0,34.0,11.0,,3.22,8.0,acie-law,2007,acie-law,15169,Texas A&M,2,61,0.0,94,4.23,0.0,2.98,16.39
441,754,2010,202371,Gani,Lawal,Gani Lawal,PF,79.5,6' 7.5'',81.0,6' 9'',233.4,84.0,7' 0'',107.5,8' 11.5'',6.3,8.5,10.0,27.0,31.5,11.61,,3.24,20.0,gani-lawal,2010,gani-lawal,36507,Georgia Tech,32,833,2.58,1473,1.09,5.8,14.0,23.79
442,755,2009,201951,Ty,Lawson,Ty Lawson,PG,71.25,5' 11.25'',72.5,6' 0.5'',196.6,72.75,6' 0.75'',94.5,7' 10.5'',6.6,,,29.0,36.5,10.98,,3.12,14.0,ty-lawson,2009,ty-lawson,31608,North Carolina,27,809,0.13,1559,3.08,0.45,2.82,7.92
443,756,2019,1629664,Dedric,Lawson,Dedric Lawson,PF,79.0,6' 7'',80.5,6' 8.5'',233.0,86.25,7' 2.25'',107.5,8' 11.5'',8.9,9.75,9.75,23.5,26.0,11.8,3.54,3.6,10.0,dedric-lawson,2019,dedric-lawson,3907785,Kansas,34,1111,0.15,1971,2.23,3.66,11.61,25.12
444,757,2016,1627774,Jake,Layman,Jake Layman,SF,80.0,6' 8'',81.25,6' 9.25'',208.6,81.25,6' 9.25'',102.0,8' 6'',7.1,8.25,9.25,33.0,39.5,11.35,2.82,3.24,,jake-layman,2016,jake-layman,61796,Maryland,32,1004,1.12,1691,2.19,3.25,5.03,16.01
445,758,2016,1627747,Caris,LeVert,Caris LeVert,SG,77.75,6' 5.75'',79.0,6' 7'',191.0,82.0,6' 10'',101.0,8' 5'',7.55,8.5,9.25,,,,,,,caris-levert,2016,caris-levert,61810,Michigan,15,464,1.3,766,1.96,0.73,2.79,19.01
446,759,2017,1628388,TJ,Leaf,TJ Leaf,PF,80.75,6' 8.75'',81.75,6' 9.75'',222.2,83.0,6' 11'',107.0,8' 11'',6.8,8.5,9.5,29.0,34.5,11.55,3.27,3.27,6.0,tj-leaf,2017,tj-leaf,4066425,UCLA,32,962,2.64,1815,1.21,3.63,9.83,20.99
447,763,2011,202723,Malcolm,Lee,Malcolm Lee,SG,76.0,6' 4'',77.5,6' 5.5'',198.2,81.75,6' 9.75'',101.5,8' 5.5'',5.9,8.5,9.5,30.0,35.5,11.2,,3.09,17.0,malcolm-lee,2011,malcolm-lee,41010,UCLA,19,633,0.67,1049,1.14,0.44,3.21,8.06
448,764,2016,1629159,Marcus,Lee,Marcus Lee,PF-C,81.0,6' 9'',82.25,6' 10.25'',211.0,87.0,7' 3'',107.5,8' 11.5'',5.35,9.0,9.0,28.5,35.5,11.68,3.19,3.25,,marcus-lee,2016,marcus-lee,66612,Kentucky,34,743,4.08,1273,0.79,7.42,15.06,19.31
449,767,2011,202695,Kawhi,Leonard,Kawhi Leonard,SF,78.0,6' 6'',79.0,6' 7'',227.4,87.0,7' 3'',106.0,8' 10'',5.4,9.75,11.25,25.5,32.0,11.45,,3.15,3.0,kawhi-leonard,2011,kawhi-leonard,46049,San Diego State,25,794,1.01,1290,2.87,2.13,14.95,27.91
450,768,2012,203086,Meyers,Leonard,Meyers Leonard,C,83.75,6' 11.75'',85.25,7' 1.25'',249.8,87.0,7' 3'',108.0,9' 0'',5.7,9.25,11.0,30.0,32.5,11.34,,3.41,19.0,meyers-leonard,2012,meyers-leonard,51088,Illinois,8,216,2.5,360,0.56,9.02,6.73,23.37
451,769,2011,202727,Travis,Leslie,Travis Leslie,SG,75.0,6' 3'',76.25,6' 4.25'',205.0,82.5,6' 10.5'',103.0,8' 7'',8.1,8.75,9.25,33.0,40.5,11.0,,3.13,10.0,travis-leslie,2011,travis-leslie,41702,Georgia,23,731,2.64,1214,2.14,2.29,12.64,14.6
452,770,2013,203466,CJ,Leslie,CJ Leslie,PF-SF,79.5,6' 7.5'',80.75,6' 8.75'',209.2,86.25,7' 2.25'',104.5,8' 8.5'',7.95,8.75,9.0,32.5,40.5,10.19,2.79,3.1,,cj-leslie,2013,cj-leslie,51400,NC State,6,177,2.98,302,0.66,4.72,15.5,17.9
453,771,2011,202720,Jon,Leuer,Jon Leuer,PF,82.0,6' 10'',83.5,6' 11.5'',223.2,84.0,7' 0'',105.5,8' 9.5'',5.4,8.75,9.75,29.5,36.5,10.82,,3.36,14.0,jon-leuer,2011,jon-leuer,36138,Wisconsin,25,857,0.98,1221,0.98,2.56,6.7,24.83
454,772,2008,12261,Maarty,Leunen,Maarty Leunen,SF,79.25,6' 7.25'',80.5,6' 8.5'',222.0,80.0,6' 8'',102.5,8' 6.5'',8.9,,,29.5,34.5,11.57,,3.36,14.0,maarty-leunen,2008,maarty-leunen,22484,Oregon,30,1048,0.79,1782,1.4,1.11,8.78,25.9
455,773,2007,12223,Ron,Lewis,Ron Lewis,SG,74.0,6' 2'',76.5,6' 4.5'',194.0,78.5,6' 6.5'',99.0,8' 3'',4.5,,,33.0,38.0,11.59,,3.22,16.0,ron-lewis,2007,ron-lewis,11168,Ohio State,29,821,1.02,1370,1.82,1.71,3.71,12.03
456,774,2011,202732,DeAndre,Liggins,DeAndre Liggins,SF-SG,77.0,6' 5'',78.25,6' 6.25'',202.2,83.0,6' 11'',103.5,8' 7.5'',5.0,8.75,10.0,27.0,31.0,,,3.33,6.0,deandre-liggins,2011,deandre-liggins,41837,Kentucky,28,886,0.46,1516,2.51,1.65,2.11,11.64
457,775,2011,12428,David,Lighty,David Lighty,SG,76.75,6' 4.75'',78.5,6' 6.5'',216.2,80.0,6' 8'',101.0,8' 5'',6.5,9.0,10.0,28.5,33.0,10.81,,3.25,15.0,david-lighty,2011,david-lighty,31546,Ohio State,25,826,0.45,1346,3.34,1.65,6.33,11.56
458,776,2012,203081,Damian,Lillard,Damian Lillard,PG,73.75,6' 1.75'',74.75,6' 2.75'',188.8,79.75,6' 7.75'',95.5,7' 11.5'',5.9,8.75,9.75,34.5,39.5,11.15,,3.34,13.0,damian-lillard,2012,damian-lillard,41544,Weber State,16,550,0.55,914,2.84,0.96,1.03,13.46
459,779,2019,1629642,Nassir,Little,Nassir Little,SF,76.5,6' 4.5'',78.0,6' 6'',224.2,85.25,7' 1.25'',104.5,8' 8.5'',5.9,8.75,10.0,31.0,38.5,12.15,3.1,3.24,5.0,nassir-little,2019,nassir-little,4395652,North Carolina,31,565,2.68,1081,1.76,3.37,10.04,17.94
460,783,2008,201848,Longar,Longar,Longar Longar,C,81.0,6' 9'',82.0,6' 10'',212.5,85.25,7' 1.25'',109.5,9' 1.5'',10.6,,,,,,,,14.0,longar-longar,2008,longar-longar,22159,Oklahoma,27,712,1.59,1191,0.59,4.74,10.19,17.51
461,784,2015,1626172,Kevon,Looney,Kevon Looney,PF,80.0,6' 8'',81.25,6' 9.25'',222.4,87.5,7' 3.5'',110.0,9' 2'',11.9,9.5,9.25,,,,,,,kevon-looney,2015,kevon-looney,3155535,UCLA,32,991,1.3,1690,2.48,3.66,13.35,22.91
462,785,2008,201572,Brook,Lopez,Brook Lopez,C,83.25,6' 11.25'',84.5,7' 0.5'',258.0,89.5,7' 5.5'',113.0,9' 5'',6.3,,,27.5,30.5,12.77,,3.57,7.0,brook-lopez,2008,brook-lopez,31765,Stanford,23,736,1.36,1176,1.19,6.87,11.92,22.19
463,787,2008,201567,Kevin,Love,Kevin Love,PF,79.75,6' 7.75'',81.5,6' 9.5'',255.0,83.25,6' 11.25'',106.0,8' 10'',12.9,,,29.5,35.0,11.17,,3.22,18.0,kevin-love,2008,kevin-love,36059,UCLA,30,887,1.23,1461,1.57,3.95,18.43,32.86
464,791,2017,1628399,Tyler,Lydon,Tyler Lydon,PF,80.25,6' 8.25'',81.5,6' 9.5'',215.0,84.0,7' 0'',107.5,8' 11.5'',13.6,8.75,8.75,29.5,33.5,11.68,2.81,3.46,1.0,tyler-lydon,2017,tyler-lydon,3934662,Syracuse,31,1123,1.15,1915,1.72,4.58,8.82,21.57
465,792,2015,1626168,Trey,Lyles,Trey Lyles,PF,81.0,6' 9'',82.25,6' 10.25'',241.2,85.5,7' 1.5'',108.0,9' 0'',12.1,9.25,10.25,,,,,,,trey-lyles,2015,trey-lyles,3136196,Kentucky,29,656,1.87,1069,1.31,1.8,10.89,17.86
466,793,2012,203159,Scott,Machado,Scott Machado,PG,73.0,6' 1'',74.0,6' 2'',205.8,76.0,6' 4'',94.5,7' 10.5'',5.8,8.5,9.5,27.0,32.5,11.26,,3.3,17.0,scott-machado,2012,scott-machado,42027,Iona,22,778,0.0,1380,2.61,0.68,3.17,15.1
467,794,2011,202714,Shelvin,Mack,Shelvin Mack,PG,73.0,6' 1'',74.5,6' 2.5'',209.0,79.5,6' 7.5'',96.5,8' 0.5'',7.1,8.25,9.25,32.0,39.0,11.23,,3.18,17.0,shelvin-mack,2011,shelvin-mack,42249,Butler,25,810,0.07,1334,1.57,0.15,2.76,15.44
468,801,2019,1629611,Terance,Mann,Terance Mann,SG-SF,76.75,6' 4.75'',78.5,6' 6.5'',204.6,79.75,6' 7.75'',101.0,8' 5'',4.0,9.5,9.25,32.5,38.5,11.51,3.14,3.3,6.0,terance-mann,2019,terance-mann,3907823,Florida State,32,1005,1.78,1745,1.15,1.08,10.37,15.54
469,806,2008,12262,Aleks,Maric,Aleks Maric,C,81.75,6' 9.75'',82.75,6' 10.75'',273.0,85.0,7' 1'',109.5,9' 1.5'',10.1,,,23.0,28.0,11.76,,3.35,15.0,aleks-maric,2008,aleks-maric,22146,Nebraska,26,753,3.05,1214,3.05,8.1,19.18,26.52
470,808,2012,203088,Kendall,Marshall,Kendall Marshall,PG,75.25,6' 3.25'',76.25,6' 4.25'',198.4,77.5,6' 5.5'',96.0,8' 0'',7.8,8.5,9.0,31.0,37.0,12.03,,3.23,,kendall-marshall,2012,kendall-marshall,51383,North Carolina,7,219,0.0,421,2.37,0.47,0.0,9.27
471,809,2020,1630230,Naji,Marshall,Naji Marshall,SF,77.75,6'5.75'',79.0,6'7.00'',233.5,84.75,7'0.75'',102.5,8'6.50'',8.7,9.25,10.5,28.5,35.0,11.77,2.9,3.37,,naji-marshall,2020,naji-marshall,4278594,Xavier,31,1106,0.57,1922,2.03,1.26,3.75,17.28
472,810,2007,201858,Cartier,Martin,Cartier Martin,SF,76.0,6' 4'',78.5,6' 6.5'',218.0,82.0,6' 10'',103.5,8' 7.5'',5.6,,,27.0,29.5,12.1,,3.43,11.0,cartier-martin,2007,cartier-martin,15336,Kansas State,23,619,0.19,1062,1.32,0.54,9.29,12.63
473,811,2015,1626185,Jarell,Martin,Jarell Martin,PF,80.0,6' 8'',81.25,6' 9.25'',238.6,81.0,6' 9'',106.5,8' 10.5'',10.1,8.25,9.5,28.5,35.0,11.2,2.97,3.27,19.0,jarell-martin,2015,jarell-martin,66253,LSU,31,1081,2.14,1911,1.94,1.99,10.55,19.51
474,812,2018,1628997,Caleb,Martin,Caleb Martin,SF-SG,76.75,6' 4.75'',78.0,6' 6'',195.8,82.0,6' 10'',101.5,8' 5.5'',7.0,8.5,8.75,29.0,36.5,10.43,2.75,3.26,6.0,caleb-martin,2018,caleb-martin,3138160,Nevada,32,1060,0.42,1884,2.12,1.87,3.72,14.96
475,812,2018,1628997,Caleb,Martin,Caleb Martin,SF-SG,76.75,6' 4.75'',78.0,6' 6'',195.8,82.0,6' 10'',101.5,8' 5.5'',7.0,8.5,8.75,29.0,36.5,10.43,2.75,3.26,6.0,caleb-martin,2018,caleb-martin,4066708,Pepperdine,1,1,0.0,1,0.0,0.0,0.0,0.0
476,813,2018,1628998,Cody,Martin,Cody Martin,SG-SF,76.75,6' 4.75'',78.0,6' 6'',188.6,82.25,6' 10.25'',102.5,8' 6.5'',5.45,8.5,9.0,29.0,36.5,10.64,3.05,3.09,4.0,cody-martin,2018,cody-martin,3138161,Nevada,32,1123,0.95,2001,2.65,4.58,6.72,15.05
477,814,2019,1628998,Cody,Martin,Cody Martin,PG-SG,76.75,6' 4.75'',77.5,6' 5.5'',192.2,82.25,6' 10.25'',102.5,8' 6.5'',5.0,8.25,9.0,28.0,35.5,10.44,2.99,3.32,7.0,cody-martin,2019,cody-martin,3138161,Nevada,31,1067,0.68,1906,2.2,2.23,3.49,12.15
478,816,2017,1628412,Frank,Mason III,Frank Mason III,PG,71.0,5' 11'',72.0,6' 0'',188.8,75.25,6' 3.25'',94.0,7' 10'',4.3,8.0,9.25,34.0,41.0,11.41,3.09,3.18,15.0,frank-mason-iii,2017,frank-mason-iii,67430,Kansas,30,1082,0.05,1935,2.07,0.18,1.98,11.27
479,819,2018,1628999,Yante,Maten,Yante Maten,PF-C,79.25,6' 7.25'',80.5,6' 8.5'',246.2,84.5,7' 0.5'',107.5,8' 11.5'',8.1,9.25,10.0,27.0,31.5,11.35,3.13,3.17,18.0,yante-maten,2018,yante-maten,3136183,Georgia,32,1099,0.99,1810,0.72,4.82,13.14,17.62
480,821,2019,1629666,Charles,Matthews,Charles Matthews,SG,77.0,6' 5'',78.25,6' 6.25'',194.8,81.5,6' 9.5'',103.0,8' 7'',3.8,8.5,8.75,29.5,37.5,11.26,3.24,3.38,9.0,charles-matthews,2019,charles-matthews,3936297,Michigan,30,940,1.88,1544,2.07,1.52,5.79,13.09
481,824,2009,201953,Eric,Maynor,Eric Maynor,PG,74.25,6' 2.25'',75.25,6' 3.25'',163.6,74.5,6' 2.5'',97.0,8' 1'',5.4,,,28.5,31.5,10.78,,3.19,8.0,eric-maynor,2009,eric-maynor,27371,VCU,13,462,0.0,791,3.54,0.88,2.86,12.26
482,825,2008,201564,O.J.,Mayo,O.J. Mayo,SG-PG,75.25,6' 3.25'',76.25,6' 4.25'',200.0,78.0,6' 6'',99.5,8' 3.5'',6.3,,,30.5,41.0,11.04,,3.14,7.0,oj-mayo,2008,oj-mayo,36057,USC,23,859,0.65,1391,2.44,1.24,3.86,11.36
483,826,2008,201651,James,Mays,James Mays,PF,78.75,6' 6.75'',79.75,6' 7.75'',227.0,85.75,7' 1.75'',105.0,8' 9'',8.8,,,29.5,35.0,11.23,,3.19,13.0,james-mays,2008,james-mays,22213,Clemson,27,730,1.92,1300,3.46,2.6,14.94,15.7
484,827,2020,1630219,Skylar,Mays,Skylar Mays,SG,75.0,6'3.00'',76.0,6'4.00'',204.0,78.0,6'6.00'',99.0,8'3.00'',7.4,8.0,9.75,29.0,37.5,10.65,2.4,3.3,,skylar-mays,2020,skylar-mays,4066269,LSU,31,1067,0.47,1899,2.84,0.72,1.8,14.74
485,829,2013,203522,Trevor,Mbakwe,Trevor Mbakwe,PF,78.75,6' 6.75'',80.0,6' 8'',235.8,88.0,7' 4'',106.5,8' 10.5'',5.9,9.5,11.5,30.0,36.5,12.01,2.97,3.32,21.0,trevor-mbakwe,2013,trevor-mbakwe,36628,Minnesota,11,247,2.69,408,2.94,7.66,19.58,29.11
486,831,2013,203492,Ray,McCallum,Ray McCallum,PG,72.25,6' 0.25'',73.75,6' 1.75'',191.4,75.25,6' 3.25'',96.5,8' 0.5'',7.3,8.0,8.75,30.5,40.0,10.82,3.08,3.25,5.0,ray-mccallum,2013,ray-mccallum,52079,Detroit Mercy,20,735,1.47,1290,3.1,2.15,3.96,16.38
487,832,2011,12430,Demetri,McCamey,Demetri McCamey,PG,73.75,6' 1.75'',75.25,6' 3.25'',204.0,78.25,6' 6.25'',99.5,8' 3.5'',6.1,8.5,9.0,27.0,33.0,11.55,,3.19,,demetri-mccamey,2011,demetri-mccamey,36622,Illinois,28,933,0.0,1559,1.73,0.57,2.26,10.26
488,834,2016,1627775,Patrick,McCaw,Patrick McCaw,PG-SG,77.25,6' 5.25'',78.75,6' 6.75'',180.8,82.0,6' 10'',100.5,8' 4.5'',4.7,8.75,8.75,30.0,38.0,11.01,2.97,3.3,,patrick-mccaw,2016,patrick-mccaw,3137730,UNLV,22,782,0.7,1432,3.7,1.28,4.39,14.18
